step,train_logits_real_step
8899,-0.3114842176437378
8949,-0.2992755174636841
8999,-0.3336688280105591
9049,-0.3088435232639313
9099,-0.35361218452453613
9149,-0.3295821249485016
9199,-0.302892804145813
9249,-0.3145105540752411
9299,-0.3195332884788513
9349,-0.30291008949279785
9399,-0.2998572587966919
9449,-0.32218727469444275
9499,-0.2920821011066437
9549,-0.29991811513900757
9599,-0.2163785696029663
9649,-0.3463597297668457
9699,-0.328967422246933
9749,-0.32662537693977356
9799,-0.3091578185558319
9849,-0.324297696352005
9899,-0.32685521245002747
9949,-0.29728612303733826
9999,-0.3177429139614105
10049,-0.33664360642433167
10099,-0.29900452494621277
10149,-0.31337305903434753
10199,-0.3419071435928345
10249,-0.3026510179042816
10299,-0.30326125025749207
10349,-0.321969211101532
10399,-0.30754151940345764
10449,-0.28955334424972534
10499,-0.26736143231391907
10549,-0.309052050113678
10599,-0.31801024079322815
10649,-0.2572575807571411
10699,-0.3090837597846985
10749,-0.32068443298339844
10799,-0.3387712240219116
10849,-0.314171701669693
10899,-0.3283173143863678
10949,-0.22516725957393646
10999,-0.3141806721687317
11049,-0.30934035778045654
11099,-0.31252527236938477
11149,-0.32288485765457153
11199,-0.2917046844959259
11249,-0.3476698100566864
11299,-0.32350268959999084
11349,-0.29158124327659607
11399,-0.25809410214424133
11449,-0.30495685338974
11499,-0.3116048574447632
11549,-0.3135002851486206
11599,-0.31448403000831604
11649,-0.31892988085746765
11699,-0.2788535952568054
11749,-0.2823099195957184
11799,-0.30388084053993225
11849,-0.35153865814208984
11899,-0.2547399401664734
11949,-0.3172118365764618
11999,-0.29544103145599365
12049,-0.3069406747817993
12099,-0.2614230513572693
12149,-0.3150184154510498
12199,-0.32110396027565
12249,-0.3162907361984253
12299,-0.30014193058013916
12349,-0.30990689992904663
12399,-0.3344362676143646
12449,-0.3011486530303955
12499,-0.2999657094478607
12549,-0.304371178150177
12599,-0.30821070075035095
12649,-0.29559382796287537
12699,-0.3171607553958893
12749,-0.3014918267726898
12799,-0.312391072511673
12849,-0.30713412165641785
12899,-0.29464563727378845
12949,-0.3034774959087372
12999,-0.29923757910728455
13049,-0.3314764201641083
13099,-0.3045128285884857
13149,-0.3101103603839874
13199,-0.319579154253006
13249,-0.33273208141326904
13299,-0.3044739067554474
13349,-0.3360929787158966
13399,-0.3487454950809479
13449,-0.28996366262435913
13499,-0.29675793647766113
13549,-0.25311020016670227
13599,-0.3136056363582611
13649,-0.33025500178337097
13699,-0.2997562289237976
13749,-0.30476924777030945
13799,-0.3221687078475952
13849,-0.3142794668674469
13899,-0.3163764178752899
13949,-0.30630937218666077
13999,-0.31227579712867737
14049,-0.2682569921016693
14099,-0.3033965229988098
14149,-0.30341827869415283
14199,-0.32184305787086487
14249,-0.25423580408096313
14299,-0.3235512673854828
14349,-0.27910900115966797
14399,-0.31370437145233154
14449,-0.33219560980796814
14499,-0.29316219687461853
14549,-0.3076041340827942
14599,-0.3427075743675232
14649,-0.29249587655067444
14699,-0.3389226794242859
14749,-0.25347021222114563
14799,-0.30729666352272034
14849,-0.31557270884513855
14899,-0.2616378366947174
14949,-0.32430562376976013
14999,-0.3306242823600769
15049,-0.3144504427909851
15099,-0.22927996516227722
15149,-0.29339325428009033
15199,-0.34655866026878357
15249,-0.2911493182182312
15299,-0.2900085747241974
15349,-0.32871997356414795
15399,-0.34057608246803284
15449,-0.3372143507003784
15499,-0.27913790941238403
15549,-0.33728981018066406
15599,-0.3186463415622711
15649,-0.3186350464820862
15699,-0.34676435589790344
15749,-0.30293992161750793
15799,-0.30055296421051025
15849,-0.24833212792873383
15899,-0.29255396127700806
15949,-0.2644801735877991
15999,-0.279265433549881
16049,-0.28122153878211975
16099,-0.3261299133300781
16149,-0.3166009783744812
16199,-0.3244032859802246
16249,-0.3073800802230835
16299,-0.2787262201309204
16349,-0.2835676670074463
16399,-0.3036462962627411
16449,-0.3277103304862976
16499,-0.33359622955322266
16549,-0.2792205810546875
16599,-0.32589101791381836
16649,-0.2586173117160797
16699,-0.3113213777542114
16749,-0.3190757930278778
16799,-0.37058553099632263
16849,-0.2986621558666229
16899,-0.33221331238746643
16949,-0.309221476316452
16999,-0.29225867986679077
17049,-0.3434309959411621
17099,-0.32106518745422363
17149,-0.3003678619861603
17199,-0.2917134463787079
17249,-0.2770121395587921
17299,-0.25936177372932434
17349,-0.3155876100063324
17399,-0.33128294348716736
17449,-0.27460190653800964
17499,-0.3324950635433197
17549,-0.31059589982032776
17599,-0.2998434603214264
17649,-0.28259608149528503
17699,-0.3147905468940735
17749,-0.2639869153499603
17799,-0.3434760570526123
17849,-0.2996314764022827
17899,-0.35937216877937317
17949,-0.32228681445121765
17999,-0.30395567417144775
18049,-0.31717950105667114
18099,-0.3068583011627197
18149,-0.323932409286499
18199,-0.3058202266693115
18249,-0.35031658411026
18299,-0.2992651164531708
18349,-0.23169898986816406
18399,-0.28769126534461975
18449,-0.3060015141963959
18499,-0.3171961307525635
18549,-0.3397594392299652
18599,-0.20510415732860565
18649,-0.2721579074859619
18699,-0.3139798045158386
18749,-0.2992287874221802
18799,-0.33219289779663086
18849,-0.28667399287223816
18899,-0.33355408906936646
18949,-0.30391672253608704
18999,-0.3473552167415619
19049,-0.3048555850982666
19099,-0.31856492161750793
19149,-0.34415721893310547
19199,-0.2761588394641876
19249,-0.2800804078578949
19299,-0.294966459274292
19349,-0.34782037138938904
19399,-0.36315909028053284
19449,-0.3092040419578552
19499,-0.310638427734375
19549,-0.3326602876186371
19599,-0.3243444263935089
19649,-0.32643064856529236
19699,-0.35475608706474304
19749,-0.31155407428741455
19799,-0.30537140369415283
19849,-0.30448251962661743
19899,-0.32979750633239746
19949,-0.22030819952487946
19999,-0.2806093096733093
20049,-0.31260308623313904
20099,-0.3230116665363312
20149,-0.3451976478099823
20199,-0.3738810420036316
20249,-0.3147476613521576
20299,-0.28076526522636414
20349,-0.29578620195388794
20399,-0.31606820225715637
20449,-0.3059115707874298
20499,-0.3370479941368103
20549,-0.25047770142555237
20599,-0.2935050129890442
20649,-0.23161467909812927
20699,-0.29934677481651306
20749,-0.3392893075942993
20799,-0.2890719771385193
20849,-0.3118518590927124
20899,-0.34611842036247253
20949,-0.32148656249046326
20999,-0.3334839344024658
21049,-0.27480798959732056
21099,-0.30508315563201904
21149,-0.2917823791503906
21199,-0.3456823229789734
21249,-0.3075995445251465
21299,-0.36541715264320374
21349,-0.28567060828208923
21399,-0.3179316818714142
21449,-0.28956717252731323
21499,-0.29700183868408203
21549,-0.29744264483451843
21599,-0.30383795499801636
21649,-0.2757880389690399
21699,-0.31671142578125
21749,-0.27048879861831665
21799,-0.3570057153701782
21849,-0.30962759256362915
21899,-0.2895393371582031
21949,-0.31078338623046875
21999,-0.31101903319358826
22049,-0.32125425338745117
22099,-0.30132627487182617
22149,-0.28053978085517883
22199,-0.2958087921142578
22249,-0.23615841567516327
22299,-0.3114928603172302
22349,-0.2888542413711548
22399,-0.29245221614837646
22449,-0.2577747702598572
22499,-0.2750263810157776
22549,-0.293211966753006
22599,-0.2950375974178314
22649,-0.2995700538158417
22699,-0.2819778025150299
22749,-0.3151457905769348
22799,-0.2768746614456177
22849,-0.27796635031700134
22899,-0.27501457929611206
22949,-0.28902462124824524
22999,-0.29803135991096497
23049,-0.3254023790359497
23099,-0.2800460755825043
23149,-0.30093759298324585
23199,-0.31749966740608215
23249,-0.34768596291542053
23299,-0.29883110523223877
23349,-0.31413212418556213
23399,-0.2999851703643799
23449,-0.3100517988204956
23499,-0.24908781051635742
23549,-0.26093435287475586
23599,-0.2920866906642914
23649,-0.2868098318576813
23699,-0.28565457463264465
23749,-0.33993101119995117
23799,-0.3303409218788147
23849,-0.28376469016075134
23899,-0.3259635269641876
23949,-0.28317660093307495
23999,-0.2800459861755371
24049,-0.2578578591346741
24099,-0.30630576610565186
24149,-0.2546982169151306
24199,-0.1826198846101761
24249,-0.324968546628952
24299,-0.295818954706192
24349,-0.3250088393688202
24399,-0.3002573549747467
24449,-0.3132627010345459
24499,-0.30843156576156616
24549,-0.30620434880256653
24599,-0.33866918087005615
24649,-0.3335336744785309
24699,-0.27053752541542053
24749,-0.29044651985168457
24799,-0.3181375563144684
24849,-0.36163580417633057
24899,-0.301862508058548
24949,-0.3093698024749756
24999,-0.29034438729286194
25049,-0.25992897152900696
25099,-0.287773072719574
25149,-0.3103141784667969
25199,-0.2976638972759247
25249,-0.34593817591667175
25299,-0.3120860159397125
25349,-0.23744802176952362
25399,-0.2904931306838989
25449,-0.26717621088027954
25499,-0.2901802062988281
25549,-0.3429662883281708
25599,-0.31668150424957275
25649,-0.26652777194976807
25699,-0.3106851577758789
25749,-0.2800426185131073
25799,-0.27787601947784424
25849,-0.2768183648586273
25899,-0.30775001645088196
25949,-0.2812115550041199
25999,-0.32250306010246277
26049,-0.34796643257141113
26099,-0.2991877794265747
26149,-0.303605318069458
26199,-0.2941139042377472
26249,-0.3057531714439392
26299,-0.35772401094436646
26349,-0.256828635931015
26399,-0.3322906792163849
26449,-0.23940248787403107
26499,-0.34211233258247375
26549,-0.32191774249076843
26599,-0.2712973952293396
26649,-0.2894723415374756
26699,-0.34419503808021545
26749,-0.33965790271759033
26799,-0.34147876501083374
26849,-0.30286073684692383
26899,-0.2466128170490265
26949,-0.2878503203392029
26999,-0.3123922646045685
27049,-0.3162645995616913
27099,-0.2555280327796936
27149,-0.29477089643478394
27199,-0.33991584181785583
27249,-0.3324196934700012
27299,-0.28885069489479065
27349,-0.3151567578315735
27399,-0.33779168128967285
27449,-0.2854992747306824
27499,-0.3284301459789276
27549,-0.27671363949775696
27599,-0.2887529730796814
27649,-0.33501332998275757
27699,-0.28569090366363525
27749,-0.31044095754623413
27799,-0.33803945779800415
27849,-0.34239107370376587
27899,-0.27606016397476196
27949,-0.32124459743499756
27999,-0.31468600034713745
28049,-0.2592053711414337
28099,-0.25699183344841003
28149,-0.3109922707080841
28199,-0.23211608827114105
28249,-0.31345054507255554
28299,-0.3203716278076172
28349,-0.3393299877643585
28399,-0.28979235887527466
28449,-0.3096199035644531
28499,-0.3028178811073303
28549,-0.33389055728912354
28599,-0.33743399381637573
28649,-0.28152042627334595
28699,-0.28924843668937683
28749,-0.2803955674171448
28799,-0.28639987111091614
28849,-0.29480886459350586
28899,-0.2728748023509979
28949,-0.2590802311897278
28999,-0.3095593750476837
29049,-0.3521854281425476
29099,-0.32550856471061707
29149,-0.288444459438324
29199,-0.32477879524230957
29249,-0.25066956877708435
29299,-0.3219206631183624
29349,-0.3263855278491974
29399,-0.2619445025920868
29449,-0.33326271176338196
29499,-0.30826106667518616
29549,-0.3222891092300415
29599,-0.32210496068000793
29649,-0.2575036287307739
29699,-0.3143772780895233
29749,-0.3123169243335724
29799,-0.30562499165534973
29849,-0.33427610993385315
29899,-0.301025927066803
29949,-0.30106791853904724
29999,-0.31065845489501953
30049,-0.32500365376472473
30099,-0.29535743594169617
30149,-0.3041720688343048
30199,-0.29262667894363403
30249,-0.292947918176651
30299,-0.3363812565803528
30349,-0.30490952730178833
30399,-0.32012566924095154
30449,-0.31175482273101807
30499,-0.33719614148139954
30549,-0.3282926082611084
30599,-0.2755841612815857
30649,-0.3079017698764801
30699,-0.2828379273414612
30749,-0.31954264640808105
30799,-0.3038729131221771
30849,-0.2365933060646057
30899,-0.32392019033432007
30949,-0.2903154194355011
30999,-0.3122357428073883
31049,-0.3108755648136139
31099,-0.2868449091911316
31149,-0.3100550174713135
31199,-0.34325164556503296
31249,-0.3315236270427704
31299,-0.28978654742240906
31349,-0.2683316767215729
31399,-0.28323251008987427
31449,-0.2959020435810089
31499,-0.25712621212005615
31549,-0.2927774488925934
31599,-0.3407402038574219
31649,-0.2655421495437622
31699,-0.3065741956233978
31749,-0.31720152497291565
31799,-0.2954449951648712
31849,-0.3216228187084198
31899,-0.2801362872123718
31949,-0.2613091468811035
31999,-0.2917757034301758
32049,-0.26857757568359375
32099,-0.2602948844432831
32149,-0.2797313332557678
32199,-0.22874793410301208
32249,-0.30255159735679626
32299,-0.23745416104793549
32349,-0.31386834383010864
32399,-0.3026997447013855
32449,-0.34638717770576477
32499,-0.31408005952835083
32549,-0.3252478241920471
32599,-0.27457478642463684
32649,-0.21587896347045898
32699,-0.3357129693031311
32749,-0.267720103263855
32799,-0.24724718928337097
32849,-0.3360810875892639
32899,-0.3058966398239136
32949,-0.2967294156551361
32999,-0.3031975030899048
33049,-0.289547860622406
33099,-0.30591893196105957
33149,-0.305229127407074
33199,-0.3263888657093048
33249,-0.2883923649787903
33299,-0.26177430152893066
33349,-0.2689876854419708
33399,-0.32875192165374756
33449,-0.29732730984687805
33499,-0.26804402470588684
33549,-0.3444689214229584
33599,-0.31936532258987427
33649,-0.3303213119506836
33699,-0.3095269203186035
33749,-0.3172401189804077
33799,-0.318768173456192
33849,-0.30963316559791565
33899,-0.3109959065914154
33949,-0.3346218466758728
33999,-0.3244393765926361
34049,-0.2663435637950897
34099,-0.29287633299827576
34149,-0.30581793189048767
34199,-0.25450876355171204
34249,-0.3035067021846771
34299,-0.35952845215797424
34349,-0.3235582411289215
34399,-0.3162708580493927
34449,-0.3129032254219055
34499,-0.2702256739139557
34549,-0.34004634618759155
34599,-0.325623482465744
34649,-0.31234705448150635
34699,-0.2770519554615021
34749,-0.27415698766708374
34799,-0.33303189277648926
34849,-0.2648719549179077
34899,-0.2209094762802124
34949,-0.32975804805755615
34999,-0.30125612020492554
35049,-0.37392735481262207
35099,-0.29656052589416504
35149,-0.27173981070518494
35199,-0.32955247163772583
35249,-0.3374333083629608
35299,-0.3292720913887024
35349,-0.31625133752822876
35399,-0.33810049295425415
35449,-0.3094395399093628
35499,-0.3259999752044678
35549,-0.2947061359882355
35599,-0.33058270812034607
35649,-0.3292970359325409
35699,-0.3194688558578491
35749,-0.30645740032196045
35799,-0.3303522765636444
35849,-0.26820412278175354
35899,-0.2969812750816345
35949,-0.28764399886131287
35999,-0.27243325114250183
36049,-0.2940765917301178
36099,-0.2962894141674042
36149,-0.30276745557785034
36199,-0.2941896319389343
36249,-0.28646141290664673
36299,-0.308559775352478
36349,-0.3046846389770508
36399,-0.30381906032562256
36449,-0.34544098377227783
36499,-0.29862937331199646
36549,-0.2909258008003235
36599,-0.32666125893592834
36649,-0.26197147369384766
36699,-0.23697078227996826
36749,-0.3080136775970459
36799,-0.3004705607891083
36849,-0.3113027513027191
36899,-0.28346309065818787
36949,-0.3104705810546875
36999,-0.31169208884239197
37049,-0.3175760507583618
37099,-0.3027026057243347
37149,-0.3035055696964264
37199,-0.30342718958854675
37249,-0.3123461604118347
37299,-0.2902768552303314
37349,-0.33031439781188965
37399,-0.3041837811470032
37449,-0.25935810804367065
37499,-0.26027706265449524
37549,-0.3190001845359802
37599,-0.3087412416934967
37649,-0.2997143864631653
37699,-0.3355267643928528
37749,-0.2320898473262787
37799,-0.3048781752586365
37849,-0.3026401102542877
37899,-0.3080857992172241
37949,-0.3389383554458618
37999,-0.32889097929000854
38049,-0.3564697504043579
38099,-0.30795973539352417
38149,-0.3080334961414337
38199,-0.2881159484386444
38249,-0.29425743222236633
38299,-0.2837176024913788
38349,-0.2842682898044586
38399,-0.3461568057537079
38449,-0.2831624746322632
38499,-0.31271758675575256
38549,-0.32030969858169556
38599,-0.33165064454078674
38649,-0.23304970562458038
38699,-0.32847920060157776
38749,-0.3081393539905548
38799,-0.3021421432495117
38849,-0.3039756417274475
38899,-0.3261449337005615
38949,-0.285315603017807
38999,-0.2917554974555969
39049,-0.348172664642334
39099,-0.2853129208087921
39149,-0.28452223539352417
39199,-0.34477660059928894
39249,-0.31107285618782043
39299,-0.29574596881866455
39349,-0.2948557734489441
39399,-0.2974034249782562
39449,-0.28894078731536865
39499,-0.32359176874160767
39549,-0.3199402987957001
39599,-0.30007699131965637
39649,-0.32012253999710083
39699,-0.30214616656303406
39749,-0.3365263342857361
39799,-0.2780665159225464
39849,-0.27246519923210144
39899,-0.3036896288394928
39949,-0.31976643204689026
39999,-0.30638760328292847
40049,-0.31242334842681885
40099,-0.29839709401130676
40149,-0.2927844226360321
40199,-0.2941904067993164
40249,-0.26282745599746704
40299,-0.3238930106163025
40349,-0.29090869426727295
40399,-0.3048783242702484
40449,-0.3203625977039337
40499,-0.3343213200569153
40549,-0.26741552352905273
40599,-0.3106296956539154
40649,-0.3358047306537628
40699,-0.3421054780483246
40749,-0.34454870223999023
40799,-0.3060142397880554
40849,-0.2895006537437439
40899,-0.2840842604637146
40949,-0.3169909417629242
40999,-0.345812052488327
41049,-0.3373756408691406
41099,-0.3449065089225769
41149,-0.3328406512737274
41199,-0.2892380952835083
41249,-0.3038891553878784
41299,-0.3540257215499878
41349,-0.3271685242652893
41399,-0.287422776222229
41449,-0.30389145016670227
41499,-0.30229032039642334
41549,-0.28448915481567383
41599,-0.2910429835319519
41649,-0.2997492551803589
41699,-0.29439404606819153
41749,-0.31079304218292236
41799,-0.27736130356788635
41849,-0.31062209606170654
41899,-0.2936865985393524
41949,-0.30887821316719055
41999,-0.29875990748405457
42049,-0.28040263056755066
42099,-0.30727723240852356
42149,-0.3110196888446808
42199,-0.29743945598602295
42249,-0.2692202031612396
42299,-0.3210503160953522
42349,-0.30065643787384033
42399,-0.2155657559633255
42449,-0.3115147054195404
42499,-0.2752153277397156
42549,-0.3117043972015381
42599,-0.3521716594696045
42649,-0.30731895565986633
42699,-0.3398897647857666
42749,-0.2565409243106842
42799,-0.29765740036964417
42849,-0.32691919803619385
42899,-0.3226317763328552
42949,-0.2878773808479309
42999,-0.31746017932891846
43049,-0.3205777704715729
43099,-0.2843257784843445
43149,-0.24269522726535797
43199,-0.33822378516197205
43249,-0.31039097905158997
43299,-0.29423999786376953
43349,-0.322700172662735
43399,-0.3527616262435913
43449,-0.36834973096847534
43499,-0.3234790861606598
43549,-0.3132791817188263
43599,-0.3187849223613739
43649,-0.31874242424964905
43699,-0.30740082263946533
43749,-0.30315902829170227
43799,-0.25969940423965454
43849,-0.3118203580379486
43899,-0.3088546097278595
43949,-0.31886228919029236
43999,-0.2697408199310303
44049,-0.28512269258499146
44099,-0.2853250205516815
44149,-0.29160138964653015
44199,-0.2615031599998474
44249,-0.32324618101119995
44299,-0.2667752504348755
44349,-0.28916290402412415
44399,-0.3370489776134491
44449,-0.3059227764606476
44499,-0.3015809655189514
44549,-0.333595335483551
44599,-0.30160653591156006
44649,-0.3478563725948334
44699,-0.31876251101493835
44749,-0.3531964421272278
44799,-0.291685551404953
44849,-0.33685439825057983
44899,-0.24245880544185638
44949,-0.3108729422092438
44999,-0.3144335448741913
45049,-0.31702521443367004
45099,-0.33093056082725525
45149,-0.31504759192466736
45199,-0.232382670044899
45249,-0.25290578603744507
45299,-0.30745404958724976
45349,-0.2489384561777115
45399,-0.34101858735084534
45449,-0.2996157705783844
45499,-0.2837996780872345
45549,-0.265293687582016
45599,-0.3218770921230316
45649,-0.28956517577171326
45699,-0.2656587064266205
45749,-0.28578996658325195
45799,-0.3113502264022827
45849,-0.31566616892814636
45899,-0.3009355068206787
45949,-0.29058319330215454
45999,-0.3270055949687958
46049,-0.288716584444046
46099,-0.3066915273666382
46149,-0.27292338013648987
46199,-0.31152740120887756
46249,-0.3221573531627655
46299,-0.34431570768356323
46349,-0.3348495066165924
46399,-0.30933883786201477
46449,-0.28452596068382263
46499,-0.30668962001800537
46549,-0.23903651535511017
46599,-0.3264785706996918
46649,-0.3052475154399872
46699,-0.3206776976585388
46749,-0.27579206228256226
46799,-0.3212031424045563
46849,-0.30681362748146057
46899,-0.3209260404109955
46949,-0.24828572571277618
46999,-0.26656097173690796
47049,-0.29002678394317627
47099,-0.29421520233154297
47149,-0.24163462221622467
47199,-0.3101136386394501
47249,-0.27129051089286804
47299,-0.2622523009777069
47349,-0.31773003935813904
47399,-0.29440876841545105
47449,-0.3028431534767151
47499,-0.3339023292064667
47549,-0.2874866724014282
47599,-0.3193327784538269
47649,-0.34272611141204834
47699,-0.30610862374305725
47749,-0.3505990505218506
47799,-0.3188959062099457
47849,-0.33910009264945984
47899,-0.34075361490249634
47949,-0.30913862586021423
47999,-0.2843247056007385
48049,-0.29829344153404236
48099,-0.32055094838142395
48149,-0.2959212362766266
48199,-0.28734660148620605
48249,-0.31783008575439453
48299,-0.2544696629047394
48349,-0.32469063997268677
48399,-0.2815047800540924
48449,-0.3333682715892792
48499,-0.35434794425964355
48549,-0.2727363109588623
48599,-0.3259428143501282
48649,-0.3250945806503296
48699,-0.3214525282382965
48749,-0.3372625708580017
48799,-0.23636411130428314
48849,-0.3254401683807373
48899,-0.32780441641807556
48949,-0.29807594418525696
48999,-0.2852131724357605
49049,-0.305550754070282
49099,-0.27441954612731934
49149,-0.25521090626716614
49199,-0.26263922452926636
49249,-0.3164246082305908
49299,-0.3113097846508026
49349,-0.31478455662727356
49399,-0.30782780051231384
49449,-0.3120448589324951
49499,-0.3049156665802002
49549,-0.32663464546203613
49599,-0.3217991590499878
49649,-0.30604252219200134
49699,-0.26403138041496277
49749,-0.30760738253593445
49799,-0.28480303287506104
49849,-0.30919668078422546
49899,-0.28726840019226074
49949,-0.31598299741744995
49999,-0.2619478106498718
50049,-0.2866033911705017
50099,-0.2909928858280182
50149,-0.2721058428287506
50199,-0.2870469093322754
50249,-0.3283776044845581
50299,-0.32131227850914
50349,-0.33369311690330505
50399,-0.29431450366973877
50449,-0.34540969133377075
50499,-0.2925674021244049
50549,-0.3520425260066986
50599,-0.2886277437210083
50649,-0.2908274531364441
50699,-0.31173938512802124
50749,-0.32363688945770264
50799,-0.2855449318885803
50849,-0.22892192006111145
50899,-0.3593645691871643
50949,-0.3002241253852844
50999,-0.3350069522857666
51049,-0.2629009783267975
51099,-0.3010319471359253
51149,-0.31249192357063293
51199,-0.2888050973415375
51249,-0.2705003023147583
51299,-0.27603626251220703
51349,-0.2487013041973114
51399,-0.2907333970069885
51449,-0.3226798176765442
51499,-0.30831989645957947
51549,-0.31912192702293396
51599,-0.28767842054367065
51649,-0.30794382095336914
51699,-0.277024507522583
51749,-0.32295072078704834
51799,-0.3419184386730194
51849,-0.2955797016620636
51899,-0.33668455481529236
51949,-0.31664493680000305
51999,-0.2942552864551544
52049,-0.26805195212364197
52099,-0.32211291790008545
52149,-0.2947820723056793
52199,-0.26490622758865356
52249,-0.294955849647522
52299,-0.22196625173091888
52349,-0.2899966537952423
52399,-0.3164026141166687
52449,-0.31938523054122925
52499,-0.32452839612960815
52549,-0.2867390811443329
52599,-0.32767152786254883
52649,-0.3082423806190491
52699,-0.3267723321914673
52749,-0.3068459928035736
52799,-0.2857741415500641
52849,-0.3262295424938202
52899,-0.2865588665008545
52949,-0.266197144985199
52999,-0.3099851906299591
53049,-0.26764971017837524
53099,-0.3261401653289795
53149,-0.28654366731643677
53199,-0.29841259121894836
53249,-0.28989332914352417
53299,-0.3315843343734741
53349,-0.27425041794776917
53399,-0.3360893428325653
53449,-0.3105218708515167
53499,-0.3475172817707062
53549,-0.29678431153297424
53599,-0.27334293723106384
53649,-0.3265082836151123
53699,-0.31267690658569336
53749,-0.27711570262908936
53799,-0.2806718945503235
53849,-0.3080822825431824
53899,-0.30128902196884155
53949,-0.29890307784080505
53999,-0.33288949728012085
54049,-0.3043554723262787
