step,epoch
89299,106.0
89349,106.0
89399,106.0
89449,106.0
89499,106.0
89549,106.0
89599,106.0
89649,106.0
89699,106.0
89749,106.0
89799,106.0
89849,106.0
89899,106.0
89949,106.0
89999,106.0
90049,106.0
90093,106.0
90093,106.0
90099,107.0
90149,107.0
90199,107.0
90249,107.0
90299,107.0
90349,107.0
90399,107.0
90449,107.0
90499,107.0
90549,107.0
90599,107.0
90649,107.0
90699,107.0
90749,107.0
90799,107.0
90849,107.0
90899,107.0
90935,107.0
90935,107.0
90949,108.0
90999,108.0
91049,108.0
91099,108.0
91149,108.0
91199,108.0
91249,108.0
91299,108.0
91349,108.0
91399,108.0
91449,108.0
91499,108.0
91549,108.0
91599,108.0
91649,108.0
91699,108.0
91749,108.0
91777,108.0
91777,108.0
91799,109.0
91849,109.0
91899,109.0
91949,109.0
91999,109.0
92049,109.0
92099,109.0
92149,109.0
92199,109.0
92249,109.0
92299,109.0
92349,109.0
92399,109.0
92449,109.0
92499,109.0
92549,109.0
92599,109.0
92619,109.0
92619,109.0
92649,110.0
92699,110.0
92749,110.0
92799,110.0
92849,110.0
92899,110.0
92949,110.0
92999,110.0
93049,110.0
93099,110.0
93149,110.0
93199,110.0
93249,110.0
93299,110.0
93349,110.0
93399,110.0
93449,110.0
93461,110.0
93461,110.0
93499,111.0
93549,111.0
93599,111.0
93649,111.0
93699,111.0
93749,111.0
93799,111.0
93849,111.0
93899,111.0
93949,111.0
93999,111.0
94049,111.0
94099,111.0
94149,111.0
94199,111.0
94249,111.0
94299,111.0
94303,111.0
94303,111.0
94349,112.0
94399,112.0
94449,112.0
94499,112.0
94549,112.0
94599,112.0
94649,112.0
94699,112.0
94749,112.0
94799,112.0
94849,112.0
94899,112.0
94949,112.0
94999,112.0
95049,112.0
95099,112.0
95145,112.0
95145,112.0
95149,113.0
95199,113.0
95249,113.0
95299,113.0
95349,113.0
95399,113.0
95449,113.0
95499,113.0
95549,113.0
95599,113.0
95649,113.0
95699,113.0
95749,113.0
95799,113.0
95849,113.0
95899,113.0
95949,113.0
95987,113.0
95987,113.0
95999,114.0
96049,114.0
96099,114.0
96149,114.0
96199,114.0
96249,114.0
96299,114.0
96349,114.0
96399,114.0
96449,114.0
96499,114.0
96549,114.0
96599,114.0
96649,114.0
96699,114.0
96749,114.0
96799,114.0
96829,114.0
96829,114.0
96849,115.0
96899,115.0
96949,115.0
96999,115.0
97049,115.0
97099,115.0
97149,115.0
97199,115.0
97249,115.0
97299,115.0
97349,115.0
97399,115.0
97449,115.0
97499,115.0
97549,115.0
97599,115.0
97649,115.0
97671,115.0
97671,115.0
97699,116.0
97749,116.0
97799,116.0
97849,116.0
97899,116.0
97949,116.0
97999,116.0
98049,116.0
98099,116.0
98149,116.0
98199,116.0
98249,116.0
98299,116.0
98349,116.0
98399,116.0
98449,116.0
98499,116.0
98513,116.0
98513,116.0
98549,117.0
98599,117.0
98649,117.0
98699,117.0
98749,117.0
98799,117.0
98849,117.0
98899,117.0
98949,117.0
98999,117.0
99049,117.0
99099,117.0
99149,117.0
99199,117.0
99249,117.0
99299,117.0
99349,117.0
99355,117.0
99355,117.0
99399,118.0
99449,118.0
99499,118.0
99549,118.0
99599,118.0
99649,118.0
99699,118.0
99749,118.0
99799,118.0
99849,118.0
99899,118.0
99949,118.0
99999,118.0
100049,118.0
